,Downloaded,pos_x,pos_y,pos_z,cm_x,cm_y,cm_z,mass,sfr,halfmassrad,m_stars,Z_gas,m_gas
456681,0,19048.6,21168.0,22000.4,19053.1,21167.9,21998.7,11.9229,1.87747,43.8661,0.26731,0.0189841,1.16596
456916,0,26667.1,7966.47,30702.1,26667.5,7969.53,30701.8,14.1531,1.61407,49.1484,0.19677,0.0100622,1.60847
457012,0,4436.31,22996.7,33170.2,4442.21,22999.7,33166.8,12.5807,2.34062,37.0038,0.252962,0.0102978,1.58935
457088,0,22405.7,5704.8,15443.4,22407.2,5706.54,15444.0,13.9496,2.8126,37.9763,0.389745,0.0154625,1.38968
457291,0,2420.56,27018.2,23092.5,2421.27,27017.3,23094.7,13.0517,1.72838,40.8406,0.361763,0.0201176,1.57165
457364,0,11874.7,24322.7,20634.3,11874.7,24321.8,20638.7,13.8494,1.87233,36.9495,0.318322,0.0166671,1.48498
457425,0,24717.4,17011.6,11684.0,24713.9,17014.5,11694.3,12.1878,1.51011,40.863,0.133528,0.00769196,1.65629
457657,0,21227.9,19796.5,1375.98,21224.5,19797.1,1379.09,13.6566,2.31849,45.144,0.233002,0.0131339,1.431
458032,0,28732.5,21228.8,34305.3,28731.7,21227.9,34305.1,13.6726,1.94914,38.5173,0.399219,0.0184399,1.154
458134,0,2569.36,4709.99,3324.69,2571.48,4713.16,3323.76,13.8927,2.08852,39.7678,0.280362,0.0140465,1.34221
458232,0,33946.1,3462.68,21416.0,33948.7,3466.68,21415.0,13.6396,1.50349,46.0606,0.137542,0.0106809,1.39277
458449,0,16321.1,2492.36,18872.8,16322.8,2491.55,18871.9,13.6063,1.37921,42.541,0.318566,0.0153931,1.47724
458530,0,29076.0,27568.6,10583.3,29078.0,27565.7,10581.8,12.5631,3.43167,37.5788,0.258635,0.0106046,1.64959
458629,0,34490.1,2302.82,5001.74,34469.5,2303.43,5003.81,11.3386,1.3317,44.9037,0.057308,0.00820239,1.4783
458809,0,14563.1,9943.29,30694.0,14561.3,9944.96,30695.5,13.7512,1.71786,37.346,0.357573,0.0222203,1.40243
459051,0,31867.2,25147.1,5806.82,31866.7,25141.6,5804.67,13.665,1.51908,43.8113,0.147337,0.00940703,1.61697
459299,0,12394.2,18861.6,3600.84,12396.8,18861.9,3599.0,11.9862,2.65931,36.7051,0.292696,0.0133119,1.60293
459390,0,10419.8,10560.7,30050.1,10416.7,10557.2,30048.0,12.9487,1.95382,38.4316,0.268362,0.0173348,1.45435
459609,0,7909.57,1164.02,7886.32,7906.36,1166.82,7883.17,14.625,1.97544,43.0682,0.179705,0.0130233,1.37144
459678,0,1591.5,23557.2,5607.9,1588.69,23554.9,5608.46,13.9753,1.7316,40.7851,0.427651,0.0234054,1.05703
459775,0,32726.2,28961.5,27975.8,32727.2,28962.1,27976.4,13.0726,1.49798,43.8857,0.153673,0.0102072,1.70429
459876,0,21557.4,9126.47,5173.95,21560.4,9128.9,5176.0,13.2383,1.46972,38.437,0.214495,0.01246,1.71763
459946,0,716.581,31052.5,18553.0,719.058,31047.5,18548.6,13.1722,1.35676,42.0603,0.151752,0.0138271,1.47167
460147,0,5176.09,1696.12,24466.7,5172.07,1693.41,24466.3,13.2924,1.53165,39.4892,0.230245,0.0111041,1.67424
460225,0,1164.71,17320.7,6853.79,1165.03,17322.6,6851.36,13.5586,1.91292,39.8419,0.257013,0.0126611,1.51479
460581,0,4630.08,31492.8,13632.0,4619.74,31494.9,13635.6,11.88,1.25787,43.2127,0.10178,0.00793172,1.55891
460982,0,24167.3,10278.3,2475.03,24167.0,10275.3,2474.52,12.6025,1.76459,41.889,0.193433,0.00946613,1.55527
461126,0,22304.8,32933.4,33151.7,22305.5,32927.3,33147.7,13.1424,2.00871,39.9992,0.229434,0.0157213,1.53308
461225,0,22110.6,4843.45,31674.7,22111.4,4842.6,31673.8,13.6911,1.13119,40.088,0.297657,0.018788,1.36719
461550,0,12277.0,6070.39,33282.2,12275.6,6071.86,33277.0,12.344,1.71918,39.1491,0.223228,0.00997771,1.82279
461648,0,12475.4,27181.4,24857.9,12480.8,27181.3,24856.6,12.3081,1.25074,37.2379,0.210364,0.012322,1.68155
461718,0,7474.25,22109.0,16825.6,7475.13,22108.8,16822.2,12.6882,1.64085,40.765,0.207998,0.0118486,1.45604
462236,0,24910.5,14244.7,2700.58,24907.5,14243.1,2699.92,9.18638,1.32165,34.1072,0.255323,0.0189604,0.817394
462351,0,32041.1,6467.38,33401.5,32043.0,6473.55,33409.2,10.8495,1.00906,45.1026,0.09575,0.0071527,1.50878
462505,0,12120.6,9518.71,34590.5,12123.1,9522.96,34589.9,11.9499,1.08158,39.6073,0.151602,0.012242,1.45195
462636,0,15967.3,19339.1,20606.8,15965.8,19340.4,20603.6,12.6747,2.10972,40.0706,0.276568,0.0152741,1.58103
462741,0,15866.0,1253.84,19925.5,15864.7,1254.63,19927.1,12.9444,1.2166,41.7447,0.320374,0.0253886,1.10156
462825,0,8475.71,13266.4,24377.5,8477.42,13264.5,24379.0,12.3128,1.70486,34.9226,0.225461,0.00923033,1.73795
462883,0,34208.9,9870.97,16923.4,34211.9,9870.9,16929.1,12.754,1.78057,44.9677,0.200789,0.015159,1.43753
462996,0,21790.1,4146.16,15727.1,21788.4,4147.29,15728.7,11.1458,2.79462,33.4883,0.449512,0.0164438,1.49325
463060,0,26298.0,10353.3,26703.3,26302.6,10358.0,26705.1,13.2649,1.46763,43.5136,0.186297,0.0125486,1.45968
463140,0,20750.9,24165.1,20905.9,20752.4,24163.6,20903.6,11.7048,1.30501,41.5706,0.173374,0.0124303,1.66532
463271,0,26806.6,2105.46,7912.93,26807.9,2109.03,7913.25,11.7239,1.43956,42.6164,0.146962,0.00931203,1.40579
463377,0,2768.22,31970.5,14333.7,2773.99,31965.5,14326.6,13.1869,1.12342,45.9924,0.128052,0.00966415,1.44848
463603,0,6158.37,5575.29,22279.3,6162.96,5568.76,22281.7,13.1414,1.28943,52.3026,0.102182,0.00701323,1.43785
463719,0,11372.3,34804.2,6362.2,11370.6,34797.1,6366.8,12.7675,1.36697,49.869,0.135477,0.00800534,1.57365
464204,0,1604.67,22843.6,4831.41,1604.18,22842.3,4829.39,13.04,1.96043,44.0138,0.224533,0.0132832,1.56862
464282,0,33634.5,5776.35,27008.7,33636.0,5781.22,27011.1,12.8649,2.086,38.0295,0.299036,0.0133781,1.30896
464367,0,8317.63,26757.8,31393.9,8321.87,26757.6,31394.5,11.3173,1.85941,32.5085,0.434311,0.0162255,1.18663
464556,0,13793.2,25695.9,8863.64,13795.0,25700.1,8863.24,13.8887,1.19537,42.3545,0.401882,0.0271785,1.0246
464719,0,11874.7,10466.3,34468.3,11875.4,10466.1,34470.0,12.911,1.88836,39.611,0.266733,0.0187456,1.34645
464805,0,22289.7,16200.1,5023.15,22272.8,16196.1,5017.16,10.8841,1.02597,56.792,0.092798,0.00786432,1.62472
464928,0,1762.04,6548.98,26359.8,1769.7,6552.59,26354.3,11.6943,3.04044,31.5782,0.220522,0.0129898,1.38653
464983,0,33945.7,5792.34,27604.7,33946.4,5793.38,27602.9,12.7563,1.9014,37.1479,0.337237,0.0149794,1.19053
465064,0,20519.4,22421.3,21254.4,20525.3,22421.9,21257.9,11.6329,1.68887,43.8226,0.137751,0.00911356,1.44158
465171,0,27037.7,4352.67,6274.15,27042.2,4355.37,6279.11,11.2193,1.92532,37.1469,0.203556,0.00861312,1.67492
465252,0,29214.9,28332.1,2031.47,29218.5,28335.5,2034.05,12.8909,1.10073,41.3507,0.345355,0.0348766,1.14483
465620,0,16007.9,27378.2,28724.0,16008.8,27378.2,28722.9,12.0676,1.92745,39.6186,0.340452,0.0195654,1.34945
465832,0,18580.6,5365.5,2019.66,18578.9,5361.38,2023.73,12.0698,1.01261,40.1986,0.129669,0.00905214,1.62716
465922,0,33789.4,14169.5,10922.5,33795.1,14162.7,10919.5,12.1245,1.34005,44.6071,0.18875,0.0102442,1.57589
466019,0,6843.74,24831.4,21221.8,6847.76,24835.0,21226.4,12.0962,1.41606,40.4182,0.233881,0.0163527,1.05698
466107,0,13685.4,21419.9,12329.4,13685.3,21417.6,12330.8,12.375,1.19644,40.5355,0.215757,0.00943024,1.39221
466226,0,10422.4,23721.0,18774.1,10421.4,23723.9,18773.4,13.0525,2.53378,41.3458,0.261932,0.0156041,1.21214
466313,0,31796.6,5767.82,13255.1,31790.5,5769.85,13256.3,11.8768,1.32199,40.8706,0.215773,0.0154653,1.37252
466410,0,19075.3,31150.1,8971.22,19080.2,31145.9,8979.4,12.008,1.7613,45.0068,0.162616,0.0126988,1.41587
466762,0,24711.5,26425.6,34642.4,24707.5,26431.2,34654.0,9.05879,1.19947,40.3491,0.159271,0.0127638,1.06296
466855,0,7812.06,25250.7,30149.0,7816.3,25254.9,30147.9,9.73494,1.05553,38.2188,0.162784,0.0159355,1.14232
466928,0,34919.8,17175.5,6777.53,34919.2,17177.6,6778.54,12.6247,2.17245,36.4272,0.340404,0.0167536,1.29421
467011,0,20930.3,640.423,33220.8,20931.9,642.165,33227.3,10.2814,1.02091,42.9152,0.068121,0.00545635,1.42757
467168,0,3110.25,8709.27,438.638,3112.42,8704.27,440.066,12.7498,1.09965,45.4808,0.152456,0.0143062,1.36417
467276,0,33803.4,28582.3,10092.7,33800.4,28584.2,10093.2,12.1628,1.08828,38.5475,0.148183,0.00952606,1.72686
467452,0,30659.5,31801.6,7995.21,30659.8,31806.1,7998.41,11.8104,1.19124,40.8454,0.108067,0.00788616,1.39266
467539,0,21010.8,26047.7,23211.4,21010.0,26045.8,23210.9,12.6405,1.39556,41.4065,0.268027,0.0235086,1.23992
467832,0,29855.2,30444.4,23274.4,29856.7,30443.4,23274.2,12.2873,1.71573,36.4332,0.189313,0.00924782,1.65038
467888,0,33853.0,21868.1,652.951,33853.8,21864.5,653.306,13.1027,1.3263,39.4921,0.237028,0.0138448,1.34662
468051,0,15865.4,1271.38,32015.3,15868.8,1270.7,32017.1,9.05264,2.60559,26.2857,0.436414,0.0181604,1.39724
468434,0,23019.5,14711.7,34739.2,23022.3,14709.9,34742.8,11.755,1.48904,36.3827,0.276935,0.0154577,1.44109
468513,0,20592.5,26270.0,23106.1,20592.9,26267.7,23104.4,11.7592,1.86509,41.7485,0.215251,0.0142857,1.15117
468901,0,15746.2,20707.6,15984.4,15745.1,20712.0,15977.5,12.2005,1.07468,38.7185,0.268918,0.0145662,1.37906
468975,0,15854.7,31370.2,21773.8,15858.9,31370.9,21773.9,12.0313,1.63573,37.9336,0.14562,0.00859862,1.49751
469092,0,10324.1,11360.1,3010.45,10323.8,11363.6,3001.52,11.1662,1.1506,38.8512,0.134398,0.00796223,1.56958
469276,0,28968.9,14659.7,3821.72,28970.4,14658.7,3820.35,12.1249,1.48329,38.1488,0.20721,0.0146245,1.43218
469494,0,13067.8,30974.5,18406.8,13069.7,30968.3,18410.1,12.3193,1.3752,39.8448,0.185632,0.0116948,1.38626
469549,0,1960.61,17489.7,14339.8,1955.04,17486.9,14339.2,11.2498,1.39676,40.5038,0.180049,0.0121465,1.57792
469619,0,28180.4,26130.6,22662.1,28180.4,26129.4,22662.0,11.644,1.30076,35.7736,0.176335,0.0088181,1.51416
469944,0,19342.2,18867.5,18136.2,19342.8,18870.5,18135.0,11.4464,1.22663,38.0013,0.151862,0.00936119,1.52805
470017,0,29000.5,26347.1,23850.1,28998.7,26346.7,23847.7,11.8946,1.26256,41.1002,0.135258,0.00789185,1.49942
470135,0,14773.1,4229.32,5250.24,14777.6,4230.24,5250.06,11.3653,1.1978,39.2332,0.169679,0.0123997,1.39396
470484,0,4980.13,33165.3,23612.9,4980.56,33170.7,23620.3,11.1008,1.08023,45.4523,0.074598,0.00919513,1.33318
470869,0,6525.34,892.751,24094.9,6524.72,891.584,24093.8,12.0558,1.56032,33.7425,0.302258,0.012937,1.29155
470957,0,33933.0,29708.7,13374.0,33933.8,29706.6,13374.0,10.5779,1.59271,33.1187,0.330944,0.0112272,1.56459
471025,0,24136.1,22670.2,18314.7,24132.4,22673.9,18318.2,10.4678,1.18536,39.3151,0.107861,0.00776924,1.30283
471152,0,34723.2,11979.7,1186.38,34722.6,11980.5,1184.29,12.3783,1.41026,35.9149,0.342168,0.0290428,1.06172
471201,0,8726.44,23251.9,34196.2,8728.74,23254.7,34196.1,11.9057,2.04082,34.6751,0.201411,0.0111249,1.35418
471604,0,8717.87,428.849,24646.3,8717.16,433.382,24645.4,11.4701,1.14083,36.718,0.206533,0.0105568,1.46023
471671,0,18114.1,23820.2,1568.37,18113.7,23820.0,1564.5,10.2319,2.12741,29.2742,0.393299,0.0140818,1.28999
471736,0,25642.2,27255.9,23301.9,25645.7,27260.6,23293.9,11.7015,1.50709,37.7342,0.102474,0.00868133,1.38291
471820,0,26235.3,6675.22,4832.15,26236.8,6675.92,4831.21,12.401,1.3611,30.3203,0.544369,0.021001,0.752954
471996,0,20802.1,4990.9,2540.84,20800.9,4991.6,2542.39,11.2487,2.06502,35.9386,0.224444,0.0118928,1.43589
472045,0,24255.9,22594.9,9031.06,24260.6,22595.9,9035.4,12.6683,1.10578,43.6259,0.153607,0.0193735,1.15504
472267,0,17644.0,18741.9,30897.0,17648.6,18736.6,30894.5,11.7498,1.56174,41.9118,0.187575,0.0104529,1.25425
472412,0,6000.36,18472.5,13063.1,5998.55,18472.4,13060.0,11.7157,1.05098,34.7424,0.236149,0.0134119,1.41162
473250,0,34476.0,31173.8,15288.8,34471.3,31170.9,15290.2,11.2315,1.25848,37.4488,0.215922,0.0103133,1.31142
473401,0,21148.9,974.122,14793.9,21149.4,974.728,14793.6,11.5508,1.69822,33.4417,0.346128,0.0192558,1.14979
473458,0,16739.6,33014.7,25431.7,16743.4,33019.2,25432.0,12.075,1.04444,40.7086,0.248527,0.0192541,1.06601
473546,0,27951.0,12408.8,2988.55,27949.5,12409.4,3001.51,10.7849,1.32659,41.2945,0.094535,0.00722695,1.38136
473852,0,26412.1,10763.0,26750.5,26414.8,10764.0,26750.8,11.1049,1.21723,37.585,0.121796,0.00835233,1.3947
473942,0,8867.66,16890.2,3516.04,8866.28,16890.4,3513.3,10.8773,1.1441,38.7722,0.108143,0.00982773,1.42
474144,0,15431.5,19753.5,21482.6,15423.6,19758.9,21485.6,9.89989,1.30674,39.2301,0.271974,0.018488,1.1313
474202,0,21292.0,18011.9,8374.89,21294.7,18016.2,8379.4,10.9468,1.94111,36.6105,0.163815,0.0094176,1.48831
474284,0,21636.3,21629.4,8630.23,21634.2,21641.4,8632.79,9.87349,1.74761,36.0246,0.125445,0.0107611,1.3352
474582,0,23719.0,321.825,14132.9,23719.9,321.27,14132.4,11.6845,1.5929,35.321,0.323907,0.0234529,1.01594
474651,0,18203.3,19832.3,21575.8,18204.6,19834.4,21574.7,12.2949,1.59236,33.7391,0.363692,0.017885,0.935635
474805,0,10400.1,19058.0,10127.5,10407.5,19066.6,10122.0,11.7278,1.0924,36.2843,0.197901,0.0173924,1.19699
474861,0,3900.41,23111.3,15895.1,3897.8,23115.8,15898.2,11.0714,1.02176,39.8517,0.158853,0.00763112,1.36689
475533,0,16787.7,30517.0,26039.5,16791.4,30516.9,26041.6,8.97408,1.63212,28.435,0.330047,0.0146759,1.44371
475814,0,30951.0,11006.8,33147.1,30950.3,11007.3,33143.5,11.4465,1.20232,36.2225,0.167072,0.0115011,1.27806
476002,0,5646.35,24357.6,19816.3,5646.65,24355.6,19819.4,9.23686,1.4098,37.6717,0.191701,0.0115242,1.35049
476342,0,30724.8,8093.06,3696.54,30723.6,8095.11,3698.63,11.1732,1.03967,39.2554,0.150909,0.0122938,1.26414
476561,0,8875.2,20631.9,27974.5,8875.76,20632.6,27976.9,10.4009,1.16235,35.4246,0.258759,0.0197449,1.09666
476655,0,26189.4,7868.04,25614.6,26192.0,7866.56,25605.9,11.5464,1.39904,39.3779,0.197501,0.014574,1.13383
476844,0,5508.07,5147.83,25699.9,5508.24,5143.99,25695.3,11.67,1.68707,42.7376,0.177902,0.0108197,1.13139
476946,0,6771.04,17498.7,11944.1,6770.35,17497.1,11951.9,9.63176,1.33552,36.2122,0.148455,0.00841104,1.29456
477170,0,3727.3,19297.6,14830.0,3728.21,19299.6,14829.1,11.5787,1.05216,40.5338,0.213062,0.0186028,1.19266
477246,0,20513.3,26339.2,23728.2,20516.5,26336.5,23727.2,10.9718,1.84929,35.2413,0.226998,0.0103279,1.27267
477652,0,6294.86,23403.7,34504.8,6299.29,23404.9,34504.5,11.0817,1.95273,38.4601,0.259831,0.0162324,1.14251
477899,0,31842.3,17639.2,32629.3,31853.7,17644.7,32628.6,11.3147,1.60957,41.5254,0.152049,0.0141531,1.07424
478107,0,22396.6,24063.8,13095.4,22392.9,24070.6,13095.3,10.1795,1.51248,38.897,0.176777,0.0133291,1.35388
478174,0,9898.87,22477.9,11364.9,9898.5,22473.2,11361.0,10.231,1.01538,38.1833,0.130672,0.00800651,1.25743
478303,0,24919.4,28881.8,14828.0,24930.1,28882.3,14828.8,8.87379,1.00036,39.1302,0.081668,0.00794555,1.10533
478418,0,9139.31,8831.47,3930.5,9138.43,8834.4,3927.12,11.1477,1.07167,37.0374,0.188713,0.0121106,1.11049
478740,0,26817.8,19607.9,4207.5,26817.1,19604.7,4208.69,11.2899,1.07223,38.541,0.313035,0.0263359,0.929348
478961,0,10178.9,3311.04,14826.9,10180.3,3311.11,14825.4,10.9672,1.68148,36.0025,0.264854,0.0133693,1.1352
479115,0,33935.2,8602.8,11546.6,33935.5,8604.83,11545.6,10.2471,1.76088,32.8904,0.279271,0.014818,1.21331
479177,0,6413.98,7475.21,31213.6,6418.13,7474.02,31213.6,10.6307,1.48318,35.6218,0.260516,0.0185339,1.00584
479261,0,23064.9,5267.89,6892.16,23069.0,5267.66,6891.65,9.97367,2.2726,32.0834,0.414446,0.018991,0.998266
479695,0,7512.17,12573.5,26907.7,7514.18,12571.2,26908.0,10.8011,1.00551,36.7733,0.158583,0.00958238,1.34305
479754,0,19354.2,33807.3,25999.9,19352.3,33809.3,25997.8,11.1721,1.36897,38.8451,0.243838,0.0181128,0.913523
480134,0,11261.6,15481.7,33356.4,11262.2,15479.2,33356.1,11.4413,1.20625,37.6285,0.208792,0.0170613,1.04484
480370,0,19889.6,2712.54,32201.5,19888.6,2716.02,32200.2,10.526,1.17304,33.7102,0.252387,0.0141936,1.21825
480417,0,31174.7,19871.2,6812.18,31176.3,19869.5,6814.48,10.2379,2.17463,34.5296,0.225704,0.0124303,1.21147
480479,0,11950.6,6806.0,34574.8,11953.7,6808.92,34573.9,10.1969,1.46432,39.0394,0.161517,0.0109492,1.23933
480661,0,23986.6,4006.91,6838.18,23988.9,4005.57,6839.49,10.2584,1.44119,33.2362,0.441071,0.0258726,0.900493
481371,0,32314.5,26303.1,30080.2,32313.7,26297.7,30080.7,9.82869,1.55608,38.1155,0.141844,0.0139076,1.19633
481445,0,14337.2,2465.06,23908.0,14338.5,2464.23,23904.8,11.7191,1.0573,41.636,0.164779,0.0128556,0.995639
481754,0,2668.09,17903.6,8785.13,2665.6,17912.5,8793.41,10.1862,1.09286,42.5261,0.093032,0.0105223,1.12508
481888,0,24485.9,2581.05,8173.17,24484.9,2580.72,8173.42,10.2674,1.97029,31.6174,0.314305,0.0168089,1.16007
482029,0,14126.7,18233.0,3525.68,14121.8,18236.7,3524.77,10.8111,1.39118,38.7221,0.196098,0.0129325,1.06351
482133,0,25057.6,27065.6,22358.8,25055.2,27061.5,22360.1,9.68821,1.04297,35.1625,0.133229,0.00976604,1.17389
482192,0,20680.6,1381.85,22356.9,20681.6,1383.96,22351.6,9.66458,1.74195,34.514,0.132798,0.00782955,1.36222
482245,0,18967.5,21889.5,24930.7,18961.2,21884.2,24929.1,9.56573,1.19933,33.8898,0.216763,0.0209414,1.06557
482585,0,16130.8,28720.2,27435.4,16135.1,28725.7,27439.8,10.8955,1.14265,41.7325,0.19107,0.0161143,1.0134
482630,0,25865.7,2181.33,14146.7,25867.6,2181.85,14145.6,10.244,1.15631,39.1765,0.152693,0.0143897,1.22326
482918,0,18536.1,380.456,27580.8,18536.6,383.328,27583.3,9.48906,1.32804,30.2084,0.187688,0.013003,1.15934
483136,0,8209.93,1486.62,23853.8,8210.94,1486.38,23853.9,10.7975,1.05277,35.4376,0.199879,0.0111023,1.12619
483187,0,31319.4,32382.0,14069.7,31321.7,32383.3,14067.2,9.5693,1.20783,38.0413,0.108395,0.00726224,1.18376
483292,0,30176.2,1548.34,12401.3,30178.2,1546.59,12402.1,11.0508,1.08056,37.1326,0.124078,0.00914307,1.13769
483981,0,16836.1,33489.6,30287.2,16835.9,33492.0,30288.7,9.80917,1.12279,32.1818,0.2165,0.0121084,0.904497
484039,0,23563.4,23546.8,19508.9,23563.5,23545.6,19506.2,10.1851,1.69536,36.4191,0.18517,0.0138967,1.12096
484167,0,10991.0,5857.52,10450.5,10996.0,5852.63,10449.7,9.39104,1.48402,38.8665,0.22512,0.0178287,0.919346
484986,0,33383.6,188.556,7983.25,33382.8,192.762,7984.41,9.98293,1.41529,35.8221,0.17826,0.0126933,1.18633
485138,0,32434.1,29129.0,28065.9,32435.2,29135.4,28069.0,10.0773,1.32802,32.325,0.20524,0.0215631,1.09036
485202,0,3739.47,5689.2,27934.2,3741.19,5684.66,27931.6,10.8069,1.56424,38.3417,0.206072,0.0137148,1.02049
485509,0,20914.9,33268.3,14730.2,20918.8,33265.1,14733.4,10.4131,1.27597,37.5067,0.20447,0.0169544,0.924641
485665,0,9279.04,22887.7,19999.0,9281.66,22887.1,19997.7,9.46411,1.1387,32.0861,0.354058,0.0175652,0.982083
485987,0,2458.13,9568.57,34232.4,2459.66,9567.46,34236.5,9.89116,2.01992,36.8934,0.233229,0.0122068,1.21939
486463,0,9085.52,233.865,24672.8,9085.82,233.725,24674.8,10.0754,2.10923,31.866,0.271827,0.0179914,0.990506
486644,0,3793.23,16733.0,7443.5,3792.87,16730.8,7445.74,10.2434,1.29306,34.4493,0.201382,0.0134893,1.08403
486889,0,13216.9,33340.8,21723.0,13216.0,33341.7,21718.2,9.96678,1.38528,40.7144,0.188064,0.0135051,1.03023
486967,0,25239.0,26708.8,23109.0,25239.7,26708.9,23108.5,10.0409,1.12937,40.4059,0.129685,0.0102124,1.16895
487055,0,18149.3,2988.48,14553.9,18151.0,2984.87,14548.8,10.7113,1.28484,41.3658,0.11204,0.0107194,1.13689
487328,0,6827.09,7625.07,1175.79,6820.02,7628.87,1175.61,8.67496,1.1535,34.8482,0.148347,0.0123178,0.986256
487493,0,20773.7,13588.0,531.927,20771.9,13588.3,544.019,9.42387,1.0972,36.0847,0.083669,0.0113784,1.1175
487970,0,8409.59,14910.7,1625.97,8409.48,14909.9,1626.73,10.4829,1.28339,35.1632,0.243773,0.0188461,0.827892
488339,0,16782.9,27329.2,26846.6,16785.3,27328.4,26847.6,10.0763,1.19118,36.0562,0.141535,0.0133505,1.06084
488418,0,8126.98,22693.0,6392.49,8127.97,22689.7,6395.52,10.4864,1.31314,35.4766,0.222047,0.0137265,0.929445
488778,0,1373.66,15121.3,14026.3,1375.01,15120.8,14026.3,9.82296,1.44188,32.6719,0.287625,0.0161827,0.997831
488807,0,34494.7,33434.8,15747.2,34492.2,33429.6,15747.3,10.3559,1.19935,38.3627,0.180466,0.0146495,0.985994
489421,0,26133.5,3965.62,105.555,26134.4,3967.54,104.12,10.3688,1.10859,37.8312,0.12025,0.00847853,1.04627
489495,0,34677.4,30647.9,17241.3,34680.2,30644.6,17237.5,9.88139,1.51146,38.9785,0.196363,0.0163383,1.048
489623,0,22371.5,17684.8,23174.3,22376.5,17685.6,23165.9,9.84806,1.07182,41.0443,0.206509,0.0205628,0.799948
489689,0,21566.1,12644.4,1.2889,21565.2,12644.6,3.2879,8.41453,2.1552,30.3999,0.249168,0.0138207,1.21842
489810,0,22912.6,27982.6,22630.5,22909.4,27983.5,22633.2,8.98224,1.19452,31.0622,0.083708,0.00879,1.30652
489870,0,19942.7,8020.82,34488.1,19943.7,8019.21,34489.2,10.6764,1.33041,30.7762,0.318487,0.0224679,0.700937
489900,0,20175.6,21142.6,27356.3,20180.2,21141.9,27348.3,8.14278,1.11165,36.8727,0.112789,0.00980216,0.984145
490777,0,2165.17,20567.2,12942.2,2165.66,20565.1,12944.9,10.2156,1.15301,35.7662,0.281608,0.024824,0.681447
490822,0,7562.93,8131.2,1995.41,7565.23,8132.82,1997.73,9.6285,1.25434,31.6295,0.272803,0.0203551,0.971399
490872,0,23406.6,3671.51,6965.22,23403.2,3672.76,6966.07,9.44311,1.22982,28.7721,0.299133,0.0140057,1.01171
491081,0,6757.27,18026.6,24377.3,6755.33,18026.0,24376.6,9.84014,1.54844,35.6745,0.164044,0.0121334,1.10638
491624,0,7643.25,23124.9,14905.1,7640.81,23123.7,14903.6,8.85096,1.29873,32.5837,0.178007,0.00972481,1.25995
491771,0,14829.8,4269.69,32505.9,14831.2,4268.29,32504.8,8.16928,1.33207,26.3861,0.205609,0.00972226,1.32456
491903,0,9518.64,19957.4,27282.3,9517.1,19956.6,27281.9,9.04257,1.1384,35.3705,0.225838,0.0167357,1.07074
492303,0,17253.9,22044.8,24298.4,17253.5,22041.3,24300.7,9.9646,1.37818,38.8244,0.144594,0.0132548,0.953942
492915,0,1466.18,20854.3,12556.7,1467.77,20854.3,12558.1,8.37479,1.11018,32.2007,0.152479,0.0127616,1.34203
493468,0,835.604,28102.2,22834.4,834.846,28103.5,22831.4,9.12305,1.48974,35.7673,0.193914,0.0128989,1.05165
494570,0,13931.5,20898.6,17730.5,13930.0,20899.7,17735.5,10.0734,1.19582,39.5074,0.16184,0.014173,0.874622
494902,0,21195.3,16724.0,13457.2,21197.6,16722.1,13456.5,9.85768,1.02253,37.2166,0.119489,0.0117083,0.993606
495045,0,3915.6,21240.8,14876.1,3909.91,21244.7,14875.7,8.26337,1.4951,31.7441,0.19264,0.0118439,1.0268
495284,0,14882.7,20369.1,9551.77,14888.6,20373.5,9569.77,8.56077,1.18299,39.1194,0.088245,0.0118539,0.89538
495363,0,21954.9,10183.3,20230.3,21959.1,10179.8,20230.4,9.5873,1.08043,35.647,0.126838,0.0106972,0.97064
495514,0,26257.3,26710.5,11043.8,26258.4,26711.0,11044.5,9.75801,1.27281,35.1397,0.172528,0.010839,0.97319
496371,0,28673.5,33961.8,7746.32,28670.9,33960.1,7747.71,8.80854,1.2564,34.5481,0.114778,0.00833329,1.15587
496807,0,3047.05,1727.45,34354.4,3048.41,1723.31,34353.7,9.12891,1.35684,35.9255,0.145685,0.0146107,0.828414
496973,0,2924.23,29603.4,9863.64,2925.46,29603.9,9864.32,9.46916,2.08532,31.428,0.178825,0.0138381,0.958621
497273,0,30262.0,6713.49,664.539,30263.0,6712.63,660.202,9.32362,1.00508,34.3137,0.217856,0.0302476,0.870672
497674,0,15928.6,5145.52,22494.1,15929.1,5145.57,22494.2,9.21043,1.04369,35.3685,0.090959,0.00852682,1.05529
497862,0,2452.89,20092.3,15426.7,2450.69,20093.0,15427.3,9.15574,1.29768,31.7131,0.178428,0.0123166,0.937506
498597,0,4537.01,32715.7,24077.4,4537.4,32714.5,24077.3,8.80509,1.02186,34.1438,0.178295,0.0156677,0.972753
499042,0,32458.8,3371.3,26589.5,32459.0,3374.22,26591.3,9.20478,1.01662,34.3131,0.216149,0.0190495,0.802331
499191,0,34066.2,23556.1,32858.3,34066.2,23552.6,32861.5,9.37678,1.0126,32.2414,0.091222,0.00735988,0.969572
500026,0,22843.2,12324.7,14477.6,22842.8,12324.7,14477.2,8.84509,1.06187,34.4509,0.152743,0.0151021,0.822895
500395,0,30794.4,6606.33,504.172,30794.9,6608.32,503.025,8.4899,1.04715,36.8669,0.125444,0.0148245,1.01513
