,Downloaded,pos_x,pos_y,pos_z,cm_x,cm_y,cm_z,mass,sfr,halfmassrad,m_stars,Z_gas,m_gas
424905,0,1844.52,5117.97,18756.6,1839.08,5118.31,18754.0,15.3517,2.10843,49.2864,0.338484,0.015895,1.6326
425045,0,23753.4,7829.44,18797.3,23754.6,7840.04,18789.5,19.7934,1.62939,55.6008,0.278114,0.0139569,2.24523
425211,0,20269.7,29128.6,26719.1,20273.0,29123.2,26718.0,19.2477,3.50666,40.9291,0.566783,0.013226,2.33574
425320,0,5164.57,15176.3,4223.34,5163.4,15172.1,4223.93,20.2854,3.71048,45.2154,0.525575,0.0233025,1.93112
425413,0,24003.5,19097.3,30086.6,23997.3,19097.4,30086.2,17.7647,2.3633,47.559,0.293755,0.0125134,2.62954
425575,0,17851.5,14514.7,67.1933,17852.7,14514.4,70.5646,18.7202,2.8627,43.4829,0.437184,0.0157552,2.34325
425657,0,15861.5,5886.42,31254.8,15867.7,5882.66,31255.3,16.5171,2.22955,50.2446,0.355813,0.0165671,1.5706
425789,0,12012.1,27842.7,13795.3,12016.7,27844.4,13797.2,18.4179,3.28963,45.8665,0.399721,0.0111083,2.30937
425915,0,14104.2,28014.9,27781.4,14097.9,28019.7,27786.8,20.0462,1.83687,56.4328,0.152051,0.00745167,2.42796
426117,0,1390.97,5244.8,23643.5,1380.11,5251.14,23645.3,17.0154,2.46589,46.0294,0.26384,0.00784752,2.53258
426471,0,21493.6,25693.2,22723.6,21494.7,25699.5,22723.5,17.6464,2.72684,43.7994,0.29126,0.0105186,2.1483
426650,0,24171.1,9853.19,15515.9,24172.0,9854.62,15517.7,17.5504,2.4362,48.9213,0.267917,0.00824563,2.33973
426803,0,11902.3,20922.2,15449.1,11899.1,20927.6,15448.5,19.1195,3.62503,43.4947,0.823318,0.0234171,1.87395
426870,0,15552.1,28532.9,25919.5,15543.8,28524.5,25921.9,17.892,1.45144,55.4508,0.224237,0.0135419,2.11706
427056,0,23520.6,25695.0,11537.3,23527.3,25693.6,11526.7,17.9419,3.29739,42.1722,0.362311,0.0126709,2.58151
427166,0,95.9972,14290.4,14830.7,99.418,14297.3,14836.8,19.2275,4.67053,49.215,0.38728,0.01417,2.15746
427297,0,34024.5,11728.0,32290.2,34024.3,11731.0,32286.9,20.2948,2.11716,50.2776,0.470709,0.0176503,1.94482
427412,0,20444.1,2650.05,26576.6,20444.2,2652.38,26578.8,18.2437,1.88425,41.9367,0.512773,0.0195049,1.9905
427541,0,6878.08,30208.9,22300.0,6863.81,30203.4,22300.7,19.1085,2.08924,47.6923,0.38143,0.0205959,2.19778
427694,0,16193.9,4309.87,6748.27,16187.9,4310.98,6750.23,19.1549,2.40617,48.5129,0.569029,0.0215375,1.83108
427825,0,18957.5,11622.5,3433.46,18959.2,11622.7,3432.05,19.2388,2.41413,50.3188,0.421223,0.0179513,1.94557
427958,0,24606.3,13139.1,16922.9,24606.2,13138.3,16925.5,19.0134,3.15982,48.7088,0.501944,0.0207798,1.93567
428099,0,11782.6,18547.9,2963.27,11784.0,18546.2,2956.57,20.0783,1.55536,48.703,0.686666,0.0333398,1.34398
428200,0,3092.66,15631.7,12652.3,3090.8,15631.8,12651.1,19.4517,2.86714,41.3068,0.790871,0.0255562,1.60746
428254,0,4015.56,6316.85,23546.6,4022.37,6317.88,23542.2,19.0982,3.30662,44.4832,0.541364,0.0180683,1.75881
428400,0,8889.6,24357.4,21831.6,8891.03,24352.5,21830.2,15.2425,2.781,42.2847,0.394359,0.018681,1.39121
428639,0,15496.7,30546.0,27395.0,15496.9,30546.6,27393.7,15.5783,4.61837,36.3473,0.593937,0.0169858,2.36717
428720,0,28806.0,9627.22,5980.32,28811.5,9626.91,5972.23,16.3182,3.4078,46.3879,0.351295,0.011751,1.9594
428870,0,34405.2,3558.77,19982.7,34400.5,3547.3,19979.0,14.6679,1.79609,43.5295,0.161557,0.00634269,2.09344
429156,0,8635.31,26978.3,24654.6,8634.46,26974.9,24651.6,12.0787,1.50369,44.1408,0.092864,0.00580117,1.3659
429596,0,14428.4,2457.89,33895.5,14426.5,2457.75,33896.3,17.0258,1.22612,44.9607,0.422391,0.0220965,1.87801
429720,0,8369.52,24164.4,16996.3,8369.71,24162.7,16991.1,18.4164,3.99444,39.3465,0.610272,0.0166837,1.90505
429838,0,4568.91,16100.7,7541.36,4571.55,16099.4,7539.56,18.3245,3.08893,41.1883,0.227934,0.0074854,2.49069
429953,0,23556.2,12969.9,14061.4,23553.1,12968.2,14061.4,17.4843,3.40618,45.5202,0.313655,0.013012,2.26217
430088,0,8674.82,3182.53,33156.4,8672.57,3179.81,33153.1,11.0316,1.37135,31.8526,0.314914,0.0190539,0.900685
430168,0,14149.2,20871.5,17009.6,14152.6,20871.7,17009.9,17.2961,4.54636,44.5457,0.482514,0.0144941,2.31899
430423,0,228.134,28057.9,16678.9,244.007,28055.8,16688.3,17.8184,1.3041,58.2268,0.194963,0.0152086,2.04798
430756,0,12364.6,19939.8,1752.83,12363.1,19940.1,1753.2,17.9093,3.52667,39.1715,0.603212,0.0254909,2.006
430816,0,21899.6,18738.5,32337.2,21904.7,18740.1,32335.9,19.2855,3.24981,48.377,0.463656,0.0167104,1.8166
430928,0,15565.4,20372.8,17075.6,15564.6,20368.5,17081.2,17.766,5.07087,42.4455,0.497015,0.015918,2.18686
431035,0,8625.12,31832.1,14610.4,8618.22,31830.8,14619.1,16.3361,1.44853,53.3415,0.15,0.00921979,1.70479
431212,0,1363.81,19422.7,16624.0,1370.12,19430.6,16617.5,15.762,2.01783,44.8676,0.230935,0.0112037,2.17133
431357,0,2797.81,3957.31,32728.6,2785.84,3954.2,32725.4,16.9115,2.54141,42.3563,0.43381,0.0139426,2.08592
431478,0,25958.3,32666.8,5964.17,25962.9,32666.0,5962.55,18.0277,3.34545,39.6449,0.58267,0.0178983,1.91754
431561,0,24493.6,16957.9,31935.3,24489.9,16958.5,31937.7,16.8903,4.41506,39.2947,0.789764,0.0207827,1.84848
431663,0,17844.0,22477.6,106.637,17845.3,22480.4,102.68,19.1079,3.05303,53.2857,0.386349,0.0150982,1.66402
431805,0,8439.14,20091.1,10516.1,8454.82,20097.6,10521.6,17.3502,3.36422,44.8602,0.101807,0.0062122,2.09276
431979,0,426.924,27414.9,15813.8,429.776,27419.0,15813.6,18.1991,4.69587,39.4818,0.557747,0.0205743,1.77973
432075,0,13054.5,20249.4,21235.6,13052.7,20250.6,21242.4,16.0235,2.08069,49.735,0.206219,0.0130091,2.1592
432228,0,10244.9,7976.07,4622.96,10248.0,7973.49,4625.91,15.8375,1.74008,40.676,0.258379,0.010971,2.12965
432343,0,815.871,22193.4,34620.7,814.078,22194.1,34629.4,16.1185,2.5976,41.6833,0.35569,0.0126276,2.25572
432677,0,24263.5,29053.8,16319.5,24260.6,29050.8,16319.8,18.4278,2.0693,44.195,0.564077,0.0262245,1.71878
432770,0,24320.9,18218.7,30972.8,24319.5,18224.4,30971.3,13.7931,3.17985,39.2168,0.257037,0.00934923,2.08691
432886,0,7482.69,8162.23,12216.6,7477.41,8161.79,12219.0,17.1328,2.69069,42.9293,0.643685,0.0249411,1.60773
433168,0,21194.0,16338.9,7008.29,21195.1,16342.9,7009.97,15.9242,2.36155,44.3496,0.271617,0.0152345,1.87747
433349,0,34836.9,4164.03,34102.3,34839.2,4167.0,34105.2,17.8746,2.87483,40.6898,0.562221,0.0226087,1.8079
433445,0,8053.13,9322.15,4197.93,8052.62,9325.95,4197.49,15.9793,3.75464,42.3833,0.359728,0.0115164,1.93376
433579,0,10378.9,21125.9,16140.8,10382.8,21126.8,16146.9,15.9006,1.46781,49.097,0.177853,0.0107115,2.39436
433765,0,490.148,22603.3,33460.6,487.492,22603.7,33459.3,19.4357,3.28293,42.3647,0.472793,0.0155391,1.55047
433898,0,26204.3,11576.7,23941.8,26202.1,11579.8,23940.5,17.0428,1.88484,44.2875,0.571864,0.0324744,1.60272
434005,0,7208.57,20324.3,21626.2,7201.59,20331.1,21621.1,7.56633,1.26451,33.7882,0.103602,0.00698034,1.31092
434330,0,4390.48,34064.7,24147.8,4392.3,34062.3,24148.0,16.8095,2.77977,41.6781,0.728631,0.0281648,1.54353
434429,0,20894.9,5025.64,2227.45,20891.3,5021.3,2218.71,14.674,1.70314,46.1934,0.407977,0.0244426,1.47791
434527,0,26450.3,33068.9,6416.09,26447.8,33070.0,6415.31,16.4312,2.02648,37.8119,0.554227,0.020056,1.83079
434647,0,28086.3,18966.0,5706.98,28088.1,18971.0,5705.06,17.6035,3.19686,45.0459,0.365576,0.0123902,1.94534
434782,0,21781.6,2597.54,16006.9,21782.5,2595.93,16010.1,17.9601,2.84866,41.9806,0.535189,0.0186056,1.76055
434880,0,17893.2,14139.5,568.567,17897.3,14137.6,569.314,18.5038,2.02303,44.4282,0.360024,0.0214228,1.97169
434982,0,10665.4,18925.0,26801.3,10654.2,18940.1,26804.3,15.1452,1.91862,48.1651,0.214044,0.0120006,2.35666
435111,0,22858.9,13978.8,17438.6,22872.2,13984.7,17426.5,13.3377,1.06594,43.654,0.127112,0.00876601,1.60952
435245,0,28114.6,30055.7,10940.7,28116.6,30059.6,10936.5,15.7584,1.30193,55.7807,0.184982,0.0187736,1.63641
435552,0,23725.2,26280.8,6156.65,23724.6,26276.9,6155.81,16.149,2.44516,49.7055,0.423183,0.0192564,1.95112
435726,0,3619.08,377.998,24870.6,3613.23,388.331,24872.5,17.2087,1.39199,54.5117,0.271045,0.0141532,1.70213
435864,0,15251.6,20467.3,11659.9,15249.6,20469.9,11657.9,17.1306,2.78759,50.669,0.369477,0.0149824,1.98047
436012,0,32930.0,18945.0,33380.6,32933.2,18930.8,33374.1,13.5044,1.34941,46.2038,0.149273,0.00909686,1.77988
436183,0,977.89,22677.6,7474.57,978.873,22676.3,7472.5,15.4483,2.56984,38.2687,0.466977,0.0178367,2.32462
436292,0,24700.3,20060.7,11273.2,24698.7,20058.7,11275.9,16.9786,1.47233,51.2047,0.370798,0.019408,1.59969
436457,0,11128.8,29143.0,25064.3,11139.6,29144.6,25070.7,16.4319,1.45519,43.0819,0.12621,0.00790239,2.10691
436794,0,21370.3,21098.9,7789.78,21370.7,21096.1,7788.71,16.5592,1.79293,42.4908,0.374807,0.0156375,1.9575
436906,0,30556.2,10166.1,22979.0,30569.7,10149.5,22975.3,16.5363,1.77215,54.2176,0.152696,0.00771082,2.21078
437020,0,24435.8,20965.5,2117.15,24436.6,20961.9,2121.31,17.3603,2.37761,52.6057,0.306126,0.0133115,1.84649
437180,0,755.99,17859.9,9224.75,767.07,17852.0,9216.21,16.3542,2.97653,44.5874,0.240405,0.0135712,1.72224
437285,0,25162.3,19066.1,3509.59,25159.5,19059.0,3507.81,17.0689,3.44801,41.2303,0.568223,0.0239037,1.57646
437705,0,29671.2,20091.8,5022.11,29676.8,20090.3,5023.6,15.4415,2.0764,41.2395,0.337451,0.0240567,1.62611
437820,0,8971.71,27714.6,31430.5,8966.41,27718.2,31433.2,15.9661,4.78122,44.033,0.463261,0.0145639,1.9063
437884,0,18176.6,31701.0,25520.5,18173.8,31702.3,25520.3,14.5399,1.86923,42.4143,0.244882,0.0130594,1.83104
438021,0,2378.67,4480.04,16564.9,2373.84,4478.86,16566.6,17.7033,7.21269,33.5361,0.275101,0.00849854,1.69798
438110,0,2026.19,22373.1,14247.6,2028.03,22372.8,14249.5,16.7788,2.50722,37.8738,0.585145,0.0157371,1.80447
438174,0,4798.41,12039.6,23625.7,4794.57,12033.9,23629.3,17.4002,1.98083,45.9815,0.379487,0.0182285,1.7991
438296,0,30659.4,32629.9,15723.3,30652.5,32632.3,15722.5,17.1632,3.49816,45.8928,0.325964,0.0163791,1.83809
438397,0,16641.0,5562.3,7830.36,16639.7,5560.88,7830.43,17.3977,2.61618,46.3899,0.323157,0.0170774,1.93182
438532,0,17227.9,31523.9,27139.0,17229.7,31522.8,27138.2,17.1333,1.88386,40.8322,0.707562,0.0330561,1.36921
438741,0,16009.2,27609.0,28251.9,16008.6,27610.7,28251.1,16.6328,2.01297,41.5242,0.48205,0.0145088,1.81784
438853,0,94.1631,20106.1,11617.4,95.8321,20107.5,11619.7,17.0524,3.16876,42.5378,0.520168,0.0177257,1.77166
438933,0,29888.3,4591.09,27627.5,29888.6,4590.71,27630.1,17.0456,1.96007,40.3846,0.405061,0.0135696,1.91038
439037,0,18803.5,34462.6,27178.9,18796.1,34464.2,27198.8,12.57,1.23968,56.992,0.095167,0.00846712,2.00324
439211,0,32232.2,4297.93,1428.15,32230.6,4297.9,1430.76,16.5873,2.57641,42.6615,0.579663,0.0260289,1.58196
439399,0,6883.55,26634.4,21156.2,6884.25,26637.9,21144.3,14.3798,2.12967,44.9079,0.336919,0.0191107,1.47611
439516,0,23294.4,18763.4,10237.4,23292.7,18760.3,10238.4,15.6921,2.04444,40.7045,0.335805,0.0160045,1.85589
440012,0,28802.7,11616.6,29308.7,28799.3,11618.8,29306.7,15.5,4.41283,39.3451,0.417143,0.0138167,1.83477
440089,0,12159.7,6450.96,34274.6,12158.3,6451.57,34283.4,13.1091,1.85612,38.8634,0.21447,0.0113791,1.74771
440235,0,19370.7,1114.06,31659.4,19372.6,1119.86,31665.0,15.587,2.48527,40.7534,0.160326,0.00750801,2.14838
440374,0,27992.1,5610.77,34853.5,27996.4,5612.19,34852.8,16.6464,3.80044,38.582,0.542038,0.0211979,1.49344
440613,0,23193.9,22703.8,31993.2,23190.7,22702.7,31993.6,17.0939,2.04622,47.1461,0.407321,0.0165576,1.59054
440722,0,22846.2,8417.46,25641.8,22842.7,8417.44,25643.4,16.047,2.68748,38.4861,0.554918,0.0197439,1.47446
440797,0,12642.2,16441.8,28203.4,12644.2,16440.4,28199.9,13.9616,2.81924,39.5152,0.353453,0.0106535,2.4256
440889,0,29658.8,31273.6,5265.36,29655.3,31278.1,5269.67,15.3677,1.20619,47.99,0.1866,0.0245543,1.74878
441036,0,19592.2,19938.1,20265.9,19593.3,19934.7,20260.2,15.0793,1.76965,48.5154,0.188226,0.0124799,1.72697
441210,0,3650.86,22550.7,31175.8,3652.37,22550.0,31174.5,16.5366,2.66894,37.9311,0.529564,0.0150587,1.72679
441410,0,29004.7,9118.31,5004.73,29015.5,9115.46,4997.81,15.0682,1.62671,46.5412,0.180915,0.0105772,1.91467
441476,0,23099.8,2753.01,8377.95,23103.9,2750.3,8374.75,12.8318,1.3873,39.428,0.330329,0.0277022,1.38193
441614,0,11293.0,28793.5,8935.79,11287.5,28787.6,8930.95,15.0335,1.20831,47.7756,0.185877,0.0106836,1.4574
441894,0,7865.51,3535.48,25220.6,7863.99,3534.1,25222.8,16.2768,2.46266,42.0898,0.348881,0.0135353,1.82079
441994,0,9166.74,29908.5,23259.4,9168.21,29905.9,23261.8,16.1915,2.24817,47.2467,0.389155,0.0157994,1.69841
442123,0,2084.51,30172.7,13574.4,2081.24,30167.2,13566.9,14.8357,2.19885,43.0981,0.276117,0.0177196,1.55566
442489,0,27544.4,7686.22,5804.52,27547.3,7692.06,5803.7,15.5778,3.05324,41.263,0.377683,0.0132747,1.88368
442572,0,27679.7,33709.4,7217.46,27684.2,33715.3,7215.34,16.078,6.42856,37.2007,0.225866,0.00876316,1.86389
442668,0,14900.4,23176.8,13989.1,14891.8,23168.6,13992.1,14.9106,1.78234,44.2993,0.288917,0.0176724,1.49237
442775,0,8277.85,127.314,21120.9,8278.25,131.304,21121.6,16.7661,2.02329,37.6977,0.473878,0.0167759,1.53886
442850,0,22285.0,16417.4,5592.57,22286.0,16415.0,5586.08,15.7875,1.22696,49.7836,0.108011,0.00695951,1.94029
442990,0,24834.0,20969.3,1865.59,24819.5,20969.2,1874.1,9.8397,1.10394,42.3603,0.185536,0.0155959,0.96001
443068,0,32949.1,9343.68,28025.8,32938.8,9340.61,28027.0,13.0178,1.07409,45.1859,0.118121,0.00740277,1.70829
443188,0,22525.9,16418.7,4202.1,22530.4,16417.7,4197.99,15.1123,2.06048,43.9319,0.253216,0.0238679,1.36001
443303,0,19666.4,21048.2,20920.8,19667.8,21051.0,20912.5,14.7058,3.51371,40.2571,0.235151,0.00826438,2.19306
443408,0,18092.2,4452.75,8342.21,18093.2,4449.98,8338.99,13.8142,1.89247,41.5669,0.339576,0.0188689,1.60708
443514,0,15563.5,8146.52,23642.5,15554.6,8152.26,23639.4,14.448,2.57811,43.0261,0.345659,0.0161445,1.57412
443644,0,16736.6,31859.3,26881.1,16737.8,31859.4,26880.3,15.7736,2.55974,43.1472,0.494772,0.0174424,1.4515
443764,0,16396.3,33858.7,30318.9,16399.4,33856.8,30316.6,14.3124,3.78332,30.6881,0.470939,0.0118355,1.6251
443833,0,6949.66,22717.3,18334.5,6949.94,22718.1,18337.8,14.1217,3.81796,35.9785,0.734,0.0252489,1.26022
444120,0,32676.9,10589.8,34093.0,32675.1,10601.0,34094.8,14.6481,3.10034,39.1472,0.372422,0.0148114,1.73796
444237,0,19704.8,21581.1,21503.7,19709.2,21583.9,21498.9,15.1374,2.22491,39.4763,0.369406,0.0199192,1.59113
444324,0,7651.27,24562.1,21631.4,7651.22,24563.3,21630.1,14.5473,2.4937,29.0911,0.653363,0.0203469,1.62984
444358,0,19691.9,21619.2,26181.8,19696.7,21616.4,26174.7,11.6,3.05241,39.2523,0.195049,0.0100119,1.67175
444466,0,25422.3,26614.6,28530.8,25425.5,26609.9,28540.5,16.5569,2.07174,50.4056,0.288192,0.015402,1.62608
444638,0,5377.0,187.999,20858.5,5375.11,190.861,20857.7,15.7438,2.06696,40.9147,0.373032,0.0193246,1.47233
444709,0,4026.31,31255.1,13183.5,4029.58,31254.5,13181.3,15.6306,2.24599,49.5538,0.22572,0.0145109,1.85909
444862,0,10539.4,31580.7,31520.4,10539.1,31580.9,31521.6,15.5174,2.76581,38.9034,0.342909,0.0127462,2.05441
444952,0,22833.7,7912.47,25911.0,22832.7,7915.55,25909.4,15.8472,1.83234,42.5682,0.343111,0.0188179,1.72366
445166,0,7619.39,25006.2,22242.6,7618.6,25002.9,22243.2,14.5827,4.03811,35.8696,0.737444,0.0192741,1.23048
445247,0,12646.5,27645.7,3246.21,12651.1,27643.1,3242.75,17.2254,1.60437,49.5246,0.209695,0.0134889,1.61955
445375,0,5019.64,14219.6,11076.0,5014.68,14225.8,11074.8,15.3256,2.06882,49.411,0.203526,0.0128203,1.87202
445548,0,16918.9,24596.9,28346.3,16920.7,24603.3,28343.8,15.8372,2.21078,48.8905,0.223826,0.0124234,1.81566
445683,0,19683.4,2166.01,25598.1,19684.0,2168.22,25588.9,14.8945,1.8451,45.2964,0.112802,0.00625416,1.94727
445804,0,33584.2,8522.58,25370.3,33584.5,8523.77,25374.2,15.4659,2.32566,39.9123,0.287141,0.0185556,1.82149
445870,0,18416.7,34155.7,14859.5,18417.7,34160.3,14859.4,15.8656,2.57333,45.2759,0.226639,0.0108212,1.85252
446008,0,21294.9,25269.1,22021.6,21298.5,25276.5,22031.4,14.971,2.10711,45.2117,0.169839,0.0110901,1.75918
446160,0,24423.6,12358.5,16564.4,24418.2,12365.4,16575.0,15.7243,1.44,50.7809,0.210827,0.0131069,1.80396
446293,0,19903.5,190.778,22870.5,19908.7,194.833,22857.2,12.6807,1.87513,41.5542,0.177881,0.00980344,1.67525
446407,0,25980.8,25977.8,22150.3,25985.0,25976.9,22153.8,15.5227,1.25511,43.2607,0.552536,0.0334719,1.35909
446488,0,2753.08,26178.7,7743.91,2756.44,26182.2,7744.22,15.8722,2.38048,39.9539,0.3677,0.0143609,1.72633
446589,0,26307.4,10353.5,7769.32,26306.9,10352.1,7769.94,14.1612,3.93794,39.672,0.216495,0.0121051,2.00279
446877,0,20987.8,23635.1,21889.1,20992.6,23639.2,21902.1,11.4235,1.96692,45.711,0.195935,0.0118576,1.69909
447025,0,25689.7,26924.3,24199.6,25682.3,26910.2,24200.8,12.4093,1.37908,45.5664,0.142074,0.00944542,2.25131
447148,0,32326.4,14769.9,27000.9,32325.4,14769.9,26997.6,15.812,2.20355,49.545,0.389182,0.0156863,1.45877
447265,0,14.7554,18178.9,22305.2,16.8343,18176.0,22303.8,15.8188,2.72432,45.45,0.417887,0.0200842,1.46361
447357,0,7134.35,12726.9,26220.3,7140.5,12733.5,26214.0,13.8502,2.62493,42.9252,0.308178,0.0116807,2.14594
447640,0,892.596,20675.6,12040.0,895.553,20676.6,12043.6,8.62171,1.15958,35.0489,0.102342,0.00864064,1.11221
447791,0,34698.6,17376.9,23497.6,34696.5,17372.2,23505.4,14.7518,2.34117,44.7278,0.269287,0.0125784,1.80929
447909,0,351.146,16534.1,3459.84,353.022,16535.9,3462.8,15.9538,2.84106,41.4441,0.466452,0.0193949,1.5137
448012,0,13587.1,21000.7,19618.3,13583.6,21004.2,19617.2,14.0712,2.17042,40.3882,0.287425,0.011883,2.05161
448116,0,10515.3,13011.2,4052.66,10515.9,13008.5,4049.57,16.2623,2.40512,41.6901,0.495686,0.0206256,1.27631
448351,0,24169.2,14142.5,16666.7,24172.0,14134.2,16663.5,15.1353,3.29631,48.3937,0.28557,0.0129856,1.79822
448472,0,27848.1,18541.2,11856.2,27850.8,18541.6,11851.6,13.1006,1.75115,44.4222,0.311852,0.0172385,1.69996
448604,0,5460.08,26259.6,24223.5,5460.43,26256.9,24226.5,14.5767,3.19289,41.2881,0.421681,0.0145291,1.80286
448695,0,33626.9,28795.8,26959.5,33629.6,28796.4,26965.4,16.1924,2.37105,41.7486,0.381418,0.0188247,1.52698
448883,0,19309.7,15584.4,7806.29,19313.3,15586.6,7807.46,14.335,2.16833,41.1526,0.225141,0.00975949,2.07682
449288,0,22119.4,34366.3,5223.77,22120.7,34347.0,5230.5,13.9057,2.09646,45.0328,0.256805,0.0123483,1.5545
449562,0,34881.1,3694.32,9186.3,34885.3,3694.48,9184.07,15.6724,1.8285,42.4861,0.114918,0.00756538,1.67537
449703,0,16669.0,33123.4,29543.4,16661.5,33129.8,29549.1,13.046,1.65224,43.8302,0.296696,0.0160152,1.3827
449794,0,7256.69,431.703,25675.4,7253.69,432.864,25678.5,16.5682,1.40312,53.7558,0.289272,0.0173058,1.46162
449945,0,25045.7,18804.1,13030.6,25046.5,18803.6,13029.7,14.4357,2.82961,37.6533,0.451518,0.0140044,1.76868
450003,0,15827.0,33168.7,29975.6,15826.3,33167.8,29977.1,14.8353,3.1447,39.3358,0.530116,0.0182199,1.31728
450079,0,16419.5,4827.6,32336.6,16420.2,4833.54,32333.4,13.7575,1.02718,50.5602,0.150361,0.0121968,1.50506
450395,0,27203.2,11561.0,4079.98,27201.0,11566.9,4078.66,14.4322,2.12142,34.6386,0.525863,0.0221063,1.5271
450812,0,25052.6,5515.27,1945.14,25056.0,5513.49,1948.95,13.7655,3.8281,35.0948,0.356279,0.0156242,1.5729
451094,0,19631.9,5795.5,29623.9,19628.9,5795.19,29623.2,13.2754,2.46653,34.1832,0.414225,0.0147413,1.47622
451293,0,216.83,18041.1,20121.4,216.36,18045.0,20116.6,11.5072,1.21653,42.8093,0.105038,0.0108795,1.57187
451596,0,19469.9,7829.2,31385.1,19467.0,7826.83,31384.3,13.8555,2.43041,40.8651,0.330297,0.0153246,1.78638
451722,0,22742.9,16661.6,4330.72,22742.2,16662.2,4332.03,13.5108,3.00897,32.6057,0.453939,0.0153584,1.81999
452051,0,9406.75,22029.7,11893.8,9406.15,22026.3,11889.1,16.0053,1.32368,42.2528,0.570527,0.0260073,0.991175
452132,0,8536.09,14802.8,25459.3,8534.73,14804.5,25467.7,13.8928,2.1482,42.0787,0.316641,0.0127655,1.43142
452205,0,12144.0,20526.2,21361.0,12146.2,20524.4,21358.5,13.2732,3.89984,36.4313,0.3412,0.0141705,1.52466
452327,0,11185.5,5910.23,5250.93,11183.2,5912.61,5251.38,14.4835,2.18458,39.294,0.293213,0.0135126,1.64776
452435,0,21473.6,4192.86,16682.2,21474.8,4194.37,16682.6,13.9827,1.52055,36.4253,0.407641,0.0259225,1.70386
452487,0,32210.0,14210.1,2368.21,32209.7,14210.2,2362.56,14.3681,2.45389,38.8028,0.303978,0.0145406,1.69241
452692,0,3388.84,17188.9,7767.4,3389.41,17187.3,7770.75,14.1528,2.30767,39.2281,0.255138,0.0103873,1.96329
452892,0,20646.9,31304.2,29134.5,20647.0,31303.2,29135.7,14.6794,1.45963,40.3511,0.202533,0.00952416,1.90003
452998,0,20835.7,3786.48,12328.8,20833.2,3785.4,12332.7,9.65563,1.60171,36.2794,0.149511,0.0105256,1.33735
453291,0,18369.4,20344.8,29188.5,18372.6,20340.5,29186.9,14.8952,1.75999,39.6996,0.312984,0.019169,1.62252
453381,0,15161.3,1545.62,32610.3,15155.4,1544.38,32608.9,14.2764,2.09698,42.2895,0.250926,0.00866001,1.77386
453455,0,23947.1,8464.36,9759.13,23946.8,8464.04,9764.33,14.42,2.39594,42.2488,0.271867,0.0154735,1.65383
453543,0,25162.3,12635.0,5710.45,25159.4,12632.2,5709.58,13.2103,2.91936,36.5906,0.333999,0.016288,1.78088
453613,0,5847.77,448.786,16865.6,5840.54,458.75,16869.0,14.2741,1.49065,44.5709,0.164325,0.0122367,1.29202
453729,0,23907.6,19320.5,29839.6,23907.8,19315.4,29841.0,13.9802,1.69811,39.2092,0.238083,0.0103236,1.84863
453853,0,22139.5,4949.64,10083.2,22140.5,4951.21,10085.3,14.0628,1.08682,41.8713,0.329503,0.0129513,1.70118
453928,0,6985.95,4804.64,14305.6,6978.69,4806.88,14311.6,12.6349,1.80547,45.4713,0.170222,0.0121555,1.37624
454058,0,13195.1,30988.7,19766.8,13191.7,30993.5,19768.5,14.029,1.35438,45.8488,0.115237,0.0112422,1.63619
454457,0,26352.5,26826.1,24171.6,26348.9,26829.7,24177.1,14.3005,2.22089,46.7846,0.188087,0.00991461,1.61077
454708,0,21690.9,1753.78,16155.4,21685.3,1751.85,16155.8,13.2664,1.82827,39.6306,0.204506,0.00813014,1.78102
454885,0,15565.4,26733.2,30502.1,15573.1,26737.3,30496.6,13.7012,1.58016,44.9289,0.260015,0.0107536,1.662
455014,0,22198.6,27242.3,28050.6,22197.8,27242.0,28049.8,14.2333,2.22317,37.629,0.458297,0.0218673,1.36879
455235,0,14170.0,21092.2,11470.7,14172.5,21094.9,11471.2,11.749,1.30832,37.2088,0.322204,0.0206618,1.32501
455362,0,13044.9,30329.4,27746.7,13043.0,30325.9,27748.3,12.3519,2.1617,39.0256,0.490173,0.0236208,1.56571
455439,0,7002.48,8418.69,2244.76,7001.8,8417.56,2241.08,12.625,1.50041,40.2516,0.302047,0.0163369,1.79953
455548,0,25455.2,20526.0,2874.04,25447.3,20531.0,2867.74,13.4708,1.18853,45.6083,0.371251,0.0285208,1.17563
455656,0,26797.6,1360.9,9754.03,26797.4,1365.84,9753.36,12.2364,2.21887,35.9659,0.210856,0.0113617,1.71114
455724,0,305.084,18759.6,22499.9,306.652,18763.8,22500.4,13.6891,1.41847,44.4978,0.218294,0.0137356,1.71459
455857,0,8535.48,15165.6,24591.9,8533.14,15155.2,24591.7,13.5036,1.91037,43.3028,0.15143,0.0106762,1.68228
455979,0,19485.5,8483.0,31855.9,19481.7,8485.25,31854.3,13.6429,1.46659,35.229,0.192303,0.00920063,1.60781
456050,0,29670.8,13180.0,4682.67,29669.1,13177.0,4681.54,15.3531,2.29495,44.5589,0.202967,0.0105101,1.4414
456151,0,20818.3,16527.6,25926.1,20815.7,16529.3,25923.8,14.708,1.50015,40.9684,0.250039,0.0153487,1.44669
456263,0,24280.7,8918.75,26554.0,24282.6,8915.47,26556.1,13.3901,1.95642,45.9402,0.190149,0.0136007,1.63636
456389,0,22645.6,15982.3,6244.06,22633.8,15983.3,6249.52,10.8538,1.1114,40.3931,0.134753,0.0108116,1.04489
